"","race","height","weight","speed","strength","dexterity","constitution","intelligence","wisdom","charisma"
"4616","half.elf",71,152,30,16,9,14,11,15,11
"4617","half.elf",64,166,30,11,4,14,10,12,16
"4618","half.elf",61,130,30,11,13,10,19,10,11
"4619","half.elf",66,155,30,13,13,11,16,14,15
"4620","half.elf",63,122,30,9,10,14,6,12,10
"4621","half.elf",72,155,30,14,14,13,13,11,17
"4622","half.elf",66,146,30,17,12,17,14,15,16
"4623","half.elf",67,170,30,14,17,13,9,15,17
"4624","half.elf",60,131,30,12,17,12,11,13,10
"4625","half.elf",65,126,30,8,14,15,15,10,12
"4626","half.elf",65,142,30,13,12,14,16,11,17
"4627","half.elf",71,180,30,17,15,8,13,8,18
"4628","half.elf",61,130,30,10,11,10,13,9,16
"4629","half.elf",70,188,30,13,11,10,9,18,11
"4630","half.elf",69,194,30,12,12,16,11,12,17
"4631","half.elf",65,158,30,13,11,13,11,14,16
"4632","half.elf",61,130,30,14,10,12,10,16,11
"4633","half.elf",64,159,30,17,15,14,13,10,15
"4634","half.elf",62,135,30,17,10,16,11,12,12
"4635","half.elf",64,124,30,12,14,12,15,9,14
"4636","half.elf",66,146,30,12,16,15,12,9,14
"4637","half.elf",62,140,30,12,12,9,10,16,17
"4638","half.elf",65,150,30,14,13,17,13,13,16
"4639","half.elf",68,165,30,13,11,12,13,15,14
"4640","half.elf",69,194,30,10,16,12,14,13,12
"4641","half.elf",72,155,30,13,16,19,14,17,14
"4642","half.elf",67,160,30,10,15,8,9,18,16
"4643","half.elf",65,158,30,16,7,15,13,13,13
"4644","half.elf",66,173,30,10,8,14,12,12,16
"4645","half.elf",68,165,30,10,13,13,9,19,16
"4646","half.elf",66,146,30,9,7,12,15,12,18
"4647","half.elf",69,182,30,11,12,12,12,12,20
"4648","half.elf",67,160,30,14,15,12,15,16,16
"4649","half.elf",63,158,30,14,9,9,14,16,20
"4650","half.elf",63,158,30,14,14,11,16,12,20
"4651","half.elf",65,134,30,14,16,15,10,8,12
"4652","half.elf",67,170,30,13,10,15,16,12,10
"4653","half.elf",65,142,30,16,14,13,16,13,12
"4654","half.elf",66,137,30,8,7,10,11,12,15
"4655","half.elf",64,131,30,14,15,15,17,13,11
"4656","half.elf",65,174,30,12,13,9,12,6,14
"4657","half.elf",63,140,30,17,12,12,15,10,16
"4658","half.elf",64,159,30,15,15,13,15,10,18
"4659","half.elf",67,180,30,6,15,16,12,11,20
"4660","half.elf",63,134,30,18,16,17,15,18,10
"4661","half.elf",64,152,30,12,12,17,11,10,14
"4662","half.elf",60,134,30,14,10,14,10,13,13
"4663","half.elf",68,176,30,11,6,13,13,15,18
"4664","half.elf",60,122,30,13,19,14,15,11,18
"4665","half.elf",67,170,30,10,9,14,16,13,12
"4666","half.elf",59,124,30,17,12,7,5,15,7
"4667","half.elf",64,138,30,14,15,13,9,13,19
"4668","half.elf",64,159,30,12,7,15,14,16,15
"4669","half.elf",62,145,30,17,10,13,12,18,9
"4670","half.elf",65,150,30,9,12,10,13,9,13
"4671","half.elf",65,150,30,15,9,13,9,12,15
"4672","half.elf",69,158,30,10,11,14,10,17,12
"4673","half.elf",68,176,30,9,17,13,9,14,10
"4674","half.elf",63,146,30,6,12,17,12,13,14
"4675","half.elf",66,164,30,14,16,13,19,13,17
"4676","half.elf",69,146,30,14,17,11,14,17,17
"4677","half.elf",68,165,30,10,4,7,12,9,16
"4678","half.elf",68,176,30,17,14,18,15,16,14
"4679","half.elf",67,160,30,11,15,14,14,7,17
"4680","half.elf",64,145,30,12,16,13,15,17,11
"4681","half.elf",69,170,30,9,12,16,13,10,12
"4682","half.elf",66,137,30,13,13,13,11,10,17
"4683","half.elf",69,170,30,15,18,15,6,9,13
"4684","half.elf",63,128,30,15,10,16,10,15,17
"4685","half.elf",68,154,30,10,10,10,10,11,15
"4686","half.elf",67,160,30,12,17,14,14,13,16
"4687","half.elf",69,134,30,10,17,16,18,7,11
"4688","half.elf",66,182,30,11,10,13,8,10,12
"4689","half.elf",65,142,30,12,17,13,7,9,14
"4690","half.elf",60,128,30,11,12,15,10,14,17
"4691","half.elf",72,185,30,11,7,13,9,17,18
"4692","half.elf",63,134,30,12,7,12,11,10,14
"4693","half.elf",66,128,30,14,14,9,8,11,18
"4694","half.elf",67,150,30,14,13,13,17,7,13
"4695","half.elf",66,155,30,14,13,13,15,15,15
"4696","half.elf",61,126,30,13,13,13,15,11,14
"4697","half.elf",71,194,30,10,15,11,13,12,17
"4698","half.elf",67,150,30,13,15,12,14,8,15
"4699","half.elf",66,173,30,10,10,13,13,12,14
"4700","half.elf",66,146,30,15,10,13,11,15,13
"4701","half.elf",65,150,30,16,14,8,9,13,12
"4702","half.elf",66,146,30,7,11,18,11,15,14
"4703","half.elf",68,176,30,14,16,17,12,7,17
"4704","half.elf",63,140,30,16,9,14,13,11,12
"4705","half.elf",63,128,30,11,15,12,17,7,17
"4706","half.elf",66,128,30,16,10,10,14,13,14
"4707","half.elf",62,150,30,11,15,8,8,16,18
"4708","half.elf",63,152,30,13,11,11,5,5,17
"4709","half.elf",66,173,30,17,12,14,15,13,12
"4710","half.elf",71,180,30,12,16,8,18,11,13
"4711","half.elf",66,146,30,13,16,7,15,14,12
"4712","half.elf",68,198,30,13,12,15,16,9,15
"4713","half.elf",66,155,30,16,17,12,17,12,15
"4714","half.elf",63,134,30,7,15,15,16,14,17
"4715","half.elf",72,185,30,15,13,14,13,18,17
"4716","half.elf",62,145,30,13,7,16,14,14,16
"4717","half.elf",64,166,30,12,10,8,13,17,17
"4718","half.elf",69,158,30,12,9,12,16,9,16
"4719","half.elf",63,152,30,13,12,14,11,9,18
"4720","half.elf",66,146,30,12,12,7,15,13,16
"4721","half.elf",66,146,30,15,10,10,9,17,15
"4722","half.elf",60,131,30,13,12,14,11,9,15
"4723","half.elf",61,130,30,14,15,17,13,14,14
"4724","half.elf",69,146,30,17,12,14,11,6,11
"4725","half.elf",65,126,30,16,17,11,13,14,15
"4726","half.elf",67,150,30,10,16,14,10,4,11
"4727","half.elf",60,134,30,7,19,16,15,9,17
"4728","half.elf",70,175,30,17,15,7,10,12,13
"4729","half.elf",67,150,30,14,16,9,13,9,13
"4730","half.elf",63,140,30,9,16,14,16,16,16
"4731","half.elf",66,146,30,13,13,10,12,13,14
"4732","half.elf",68,176,30,13,11,13,15,18,13
"4733","half.elf",62,135,30,16,8,8,5,16,16
"4734","half.elf",70,175,30,16,11,12,13,9,18
"4735","half.elf",66,155,30,16,10,11,17,12,17
"4736","half.elf",72,185,30,14,8,18,14,13,14
"4737","half.elf",70,162,30,13,12,18,17,8,12
"4738","half.elf",61,122,30,14,11,9,10,13,12
"4739","half.elf",59,118,30,11,10,10,12,16,9
"4740","half.elf",63,158,30,13,14,17,15,12,10
"4741","half.elf",64,138,30,11,16,17,13,11,12
"4742","half.elf",68,154,30,12,7,19,14,17,16
"4743","half.elf",67,130,30,16,15,18,11,13,14
"4744","half.elf",66,128,30,13,13,18,16,14,14
"4745","half.elf",67,180,30,14,13,12,11,14,12
"4746","half.elf",59,124,30,10,17,6,11,12,15
"4747","half.elf",70,149,30,11,10,16,10,14,13
"4748","half.elf",63,146,30,7,17,10,14,14,17
"4749","half.elf",67,180,30,9,14,9,11,13,16
"4750","half.elf",67,150,30,14,11,15,12,15,7
"4751","half.elf",63,128,30,13,11,13,14,14,10
"4752","half.elf",66,173,30,11,11,12,5,16,17
"4753","half.elf",67,140,30,13,12,18,14,12,8
"4754","half.elf",65,150,30,13,18,9,15,14,15
"4755","half.elf",68,198,30,9,10,10,12,4,20
"4756","half.elf",69,146,30,17,10,13,13,11,18
"4757","half.elf",68,176,30,15,6,17,10,17,7
"4758","half.elf",69,194,30,13,12,17,16,16,15
"4759","half.elf",72,170,30,12,13,15,12,12,13
"4760","half.elf",62,145,30,16,7,10,16,10,16
"4761","half.elf",66,146,30,8,14,9,12,14,17
"4762","half.elf",64,145,30,13,9,15,11,12,14
"4763","half.elf",68,176,30,14,13,11,15,6,17
"4764","half.elf",61,134,30,15,14,7,9,15,12
"4765","half.elf",67,180,30,12,15,12,10,9,20
"4766","half.elf",67,160,30,13,7,7,11,12,13
"4767","half.elf",66,146,30,15,10,13,14,16,20
"4768","half.elf",66,128,30,11,14,13,13,10,12
"4769","half.elf",65,166,30,18,11,11,14,14,14
"4770","half.elf",64,166,30,8,15,12,9,14,15
"4771","half.elf",65,158,30,16,16,6,17,8,12
"4772","half.elf",63,140,30,16,16,19,13,12,16
"4773","half.elf",69,134,30,12,13,11,13,10,15
"4774","half.elf",67,180,30,17,8,9,15,11,12
"4775","half.elf",68,176,30,11,10,15,12,14,20
"4776","half.elf",68,154,30,14,14,17,15,12,15
"4777","half.elf",65,150,30,14,14,17,18,10,15
"4778","half.elf",70,175,30,12,10,17,17,17,11
"4779","half.elf",67,170,30,11,10,13,11,15,13
"4780","half.elf",66,137,30,13,10,15,14,17,11
"4781","half.elf",63,140,30,15,14,10,11,9,18
"4782","half.elf",72,170,30,14,11,8,18,12,18
"4783","half.elf",72,215,30,9,8,10,14,14,18
"4784","half.elf",64,159,30,8,16,11,8,13,14
"4785","half.elf",63,140,30,10,15,16,14,8,8
"4786","half.elf",70,162,30,10,10,10,14,15,15
"4787","half.elf",64,145,30,13,17,12,15,13,19
"4788","half.elf",66,155,30,17,11,13,10,14,15
"4789","half.elf",60,122,30,15,14,10,12,13,13
"4790","half.elf",64,138,30,9,11,9,15,11,16
"4791","half.elf",63,128,30,10,12,12,11,8,14
"4792","half.elf",66,155,30,14,17,11,12,14,10
"4793","half.elf",66,155,30,11,13,16,18,11,17
"4794","half.elf",71,138,30,17,14,10,13,16,11
"4795","half.elf",69,158,30,15,18,10,14,17,12
"4796","half.elf",67,190,30,9,12,17,11,15,14
"4797","half.elf",66,128,30,11,14,13,11,18,17
"4798","half.elf",65,158,30,10,11,13,17,12,13
"4799","half.elf",66,164,30,10,16,8,11,13,15
"4800","half.elf",67,170,30,13,6,12,12,14,15
"4801","half.elf",63,152,30,11,18,13,9,15,12
"4802","half.elf",63,122,30,13,10,11,18,10,10
"4803","half.elf",71,180,30,14,14,15,15,15,13
"4804","half.elf",67,130,30,8,17,7,15,16,16
"4805","half.elf",66,155,30,9,17,15,15,8,13
"4806","half.elf",70,175,30,10,16,9,10,14,16
"4807","half.elf",68,187,30,9,16,9,13,16,12
"4808","half.elf",67,170,30,12,13,6,10,9,14
"4809","half.elf",70,175,30,12,15,15,16,15,13
"4810","half.elf",64,145,30,11,11,17,12,13,16
"4811","half.elf",66,146,30,17,17,10,14,9,10
"4812","half.elf",71,152,30,10,13,15,12,10,19
"4813","half.elf",65,158,30,14,15,8,15,12,11
"4814","half.elf",63,134,30,10,17,14,17,11,15
"4815","half.elf",68,154,30,12,10,12,12,18,13
"4816","half.elf",65,126,30,6,7,10,16,12,7
"4817","half.elf",66,137,30,8,9,13,12,9,15
"4818","half.elf",71,138,30,10,15,8,16,13,15
"4819","half.elf",64,152,30,16,16,14,13,13,19
"4820","half.elf",69,182,30,14,15,15,13,10,15
"4821","half.elf",64,166,30,14,12,12,8,10,15
"4822","half.elf",71,194,30,13,10,18,11,19,15
"4823","half.elf",65,150,30,15,10,16,15,14,14
"4824","half.elf",65,150,30,8,12,11,11,11,18
"4825","half.elf",65,166,30,9,18,13,8,9,18
"4826","half.elf",69,194,30,10,9,15,14,16,16
"4827","half.elf",65,158,30,14,12,15,10,12,16
"4828","half.elf",61,126,30,14,18,12,14,10,17
"4829","half.elf",67,190,30,14,10,9,14,10,14
"4830","half.elf",62,135,30,14,13,11,12,10,18
"4831","half.elf",65,166,30,10,14,16,9,10,14
"4832","half.elf",64,131,30,11,13,10,12,14,14
"4833","half.elf",60,122,30,19,13,11,11,11,12
"4834","half.elf",68,154,30,14,12,12,15,7,17
"4835","half.elf",61,130,30,16,10,14,7,16,12
"4836","half.elf",62,145,30,6,13,11,13,8,14
"4837","half.elf",69,146,30,14,14,12,15,13,15
"4838","half.elf",67,140,30,14,17,12,15,13,13
"4839","half.elf",64,131,30,12,8,14,14,10,14
"4840","half.elf",66,146,30,13,15,13,12,12,15
"4841","half.elf",68,154,30,14,11,11,17,13,11
"4842","half.elf",66,173,30,11,11,8,11,14,19
"4843","half.elf",67,130,30,11,14,9,10,15,16
"4844","half.elf",63,122,30,12,8,18,12,12,15
"4845","half.elf",65,150,30,13,10,15,13,10,16
"4846","half.elf",66,155,30,15,13,13,12,14,12
"4847","half.elf",71,180,30,17,7,15,14,12,11
"4848","half.elf",68,165,30,13,16,9,16,16,14
"4849","half.elf",61,134,30,13,9,14,14,17,20
"4850","half.elf",67,150,30,14,14,13,13,13,12
"4851","half.elf",60,122,30,14,12,13,9,15,19
"4852","half.elf",70,188,30,13,12,10,11,8,11
"4853","half.elf",67,170,30,15,15,15,15,10,11
"4854","half.elf",69,158,30,14,15,15,13,12,12
"4855","half.elf",63,146,30,16,15,16,15,12,9
"4856","half.elf",63,146,30,14,16,17,11,12,18
"4857","half.elf",70,175,30,15,13,14,12,6,14
"4858","half.elf",67,160,30,15,7,10,15,12,17
"4859","half.elf",64,131,30,17,15,8,15,11,13
"4860","half.elf",64,131,30,16,13,14,16,9,19
"4861","half.elf",66,182,30,16,10,16,9,14,16
"4862","half.elf",61,130,30,16,12,9,15,15,14
"4863","half.elf",64,138,30,18,10,12,19,10,12
"4864","half.elf",67,160,30,16,11,11,14,16,16
"4865","half.elf",71,180,30,14,12,13,13,9,15
"4866","half.elf",67,160,30,9,7,15,12,12,12
"4867","half.elf",73,190,30,15,18,12,17,14,17
"4868","half.elf",68,176,30,11,13,15,15,15,12
"4869","half.elf",65,142,30,16,10,13,15,13,15
"4870","half.elf",65,166,30,12,12,11,13,12,15
"4871","half.elf",67,160,30,15,15,13,9,14,15
"4872","half.elf",68,143,30,16,14,11,14,12,8
"4873","half.elf",67,190,30,15,9,11,16,13,14
"4874","half.elf",63,152,30,16,9,16,6,10,11
"4875","half.elf",61,126,30,12,17,8,8,13,13
"4876","half.elf",60,128,30,16,12,14,7,18,15
"4877","half.elf",65,158,30,9,13,12,13,17,15
"4878","half.elf",67,150,30,12,14,13,13,15,13
"4879","half.elf",61,138,30,16,16,15,13,13,17
"4880","half.elf",65,150,30,16,13,14,13,16,13
"4881","half.elf",64,159,30,10,13,17,13,13,18
"4882","half.elf",63,128,30,14,11,6,13,18,13
"4883","half.elf",67,140,30,11,16,7,8,5,17
"4884","half.elf",67,180,30,12,15,9,14,13,19
"4885","half.elf",66,128,30,15,16,16,10,15,15
"4886","half.elf",65,150,30,5,9,18,15,13,10
"4887","half.elf",62,135,30,9,13,14,10,14,9
"4888","half.elf",72,140,30,13,15,16,13,14,13
"4889","half.elf",64,152,30,15,10,16,9,12,11
"4890","half.elf",70,162,30,14,14,11,11,12,17
"4891","half.elf",61,134,30,15,12,11,9,13,13
"4892","half.elf",70,149,30,17,15,10,10,7,14
"4893","half.elf",71,138,30,12,16,13,17,14,15
"4894","half.elf",59,126,30,11,14,14,14,9,13
"4895","half.elf",72,155,30,7,14,9,9,16,14
"4896","half.elf",68,165,30,17,12,16,16,14,12
"4897","half.elf",61,122,30,14,9,12,9,10,16
"4898","half.elf",64,166,30,10,15,16,8,9,11
"4899","half.elf",63,152,30,14,10,9,15,10,14
"4900","half.elf",61,134,30,12,7,16,11,7,14
"4901","half.elf",66,155,30,11,14,15,11,16,12
"4902","half.elf",69,206,30,8,8,10,11,12,14
"4903","half.elf",69,194,30,17,13,8,9,11,13
"4904","half.elf",65,134,30,13,11,18,16,12,15
"4905","half.elf",64,152,30,14,11,15,6,5,15
"4906","half.elf",69,158,30,7,13,13,8,8,7
"4907","half.elf",67,160,30,14,16,17,15,11,13
"4908","half.elf",64,124,30,11,15,19,18,15,10
"4909","half.elf",69,158,30,13,9,11,15,9,14
"4910","half.elf",66,128,30,12,6,11,11,9,12
"4911","half.elf",66,128,30,12,12,15,18,16,15
"4912","half.elf",63,152,30,12,10,13,16,13,14
"4913","half.elf",65,158,30,8,10,10,7,12,13
"4914","half.elf",61,130,30,14,6,10,11,14,13
"4915","half.elf",68,154,30,15,14,12,13,17,16
"4916","half.elf",70,188,30,12,11,10,9,16,12
"4917","half.elf",65,150,30,9,17,8,13,13,16
"4918","half.elf",68,198,30,14,9,14,12,13,10
"4919","half.elf",67,170,30,14,9,11,16,12,15
"4920","half.elf",65,150,30,11,11,14,14,16,19
"4921","half.elf",59,120,30,14,12,10,13,10,16
"4922","half.elf",68,143,30,14,10,7,10,10,10
"4923","half.elf",68,165,30,5,12,14,12,9,19
"4924","half.elf",67,130,30,11,15,10,10,15,14
"4925","half.elf",65,142,30,10,14,14,13,13,10
"4926","half.elf",66,173,30,9,15,12,10,14,14
"4927","half.elf",60,122,30,7,12,14,14,11,15
"4928","half.elf",65,174,30,11,19,16,10,15,12
"4929","half.elf",69,158,30,11,16,14,11,7,15
"4930","half.elf",65,158,30,16,16,15,13,13,15
"4931","half.elf",64,124,30,11,14,14,14,13,9
"4932","half.elf",66,182,30,14,15,12,18,11,18
"4933","half.elf",63,128,30,12,10,12,15,15,17
"4934","half.elf",69,146,30,14,11,16,15,16,16
"4935","half.elf",62,140,30,16,14,17,16,10,13
"4936","half.elf",69,170,30,11,11,11,17,12,10
"4937","half.elf",69,170,30,11,13,14,10,12,17
"4938","half.elf",67,160,30,14,17,13,18,8,14
"4939","half.elf",65,126,30,17,14,12,9,15,15
"4940","half.elf",69,182,30,8,9,13,18,17,12
"4941","half.elf",64,159,30,16,13,10,15,17,14
"4942","half.elf",61,134,30,12,12,18,15,16,12
"4943","half.elf",64,166,30,8,10,11,14,15,15
"4944","half.elf",71,166,30,11,14,18,16,10,12
"4945","half.elf",64,145,30,14,8,15,10,11,14
"4946","half.elf",67,150,30,10,11,7,14,12,10
"4947","half.elf",64,159,30,9,9,10,10,12,16
"4948","half.elf",66,155,30,9,13,15,13,16,16
"4949","half.elf",63,158,30,6,15,14,9,14,14
"4950","half.elf",68,165,30,13,9,16,11,13,12
"4951","half.elf",64,152,30,15,12,13,10,12,13
"4952","half.elf",72,140,30,5,11,12,11,18,15
"4953","half.elf",63,152,30,9,9,15,8,17,15
"4954","half.elf",66,182,30,10,13,6,12,17,14
"4955","half.elf",68,143,30,7,15,16,11,15,13
"4956","half.elf",65,166,30,14,14,11,10,11,16
"4957","half.elf",67,130,30,15,12,11,15,9,12
"4958","half.elf",73,174,30,15,13,14,9,18,9
"4959","half.elf",67,160,30,12,8,14,8,17,13
"4960","half.elf",67,140,30,9,10,16,6,17,17
"4961","half.elf",67,150,30,11,11,10,14,14,14
"4962","half.elf",67,190,30,13,12,7,14,10,15
"4963","half.elf",64,159,30,16,14,10,10,13,18
"4964","half.elf",71,194,30,16,15,13,12,14,9
"4965","half.elf",65,150,30,7,17,13,9,10,13
"4966","half.elf",65,150,30,12,14,13,14,11,16
"4967","half.elf",66,137,30,9,11,13,5,10,10
"4968","half.elf",69,206,30,12,13,12,14,16,12
"4969","half.elf",72,215,30,14,13,14,16,11,14
"4970","half.elf",71,152,30,5,18,15,16,14,11
"4971","half.elf",63,152,30,15,14,12,7,13,15
"4972","half.elf",68,165,30,4,9,17,13,14,15
"4973","half.elf",68,165,30,11,15,16,15,13,15
"4974","half.elf",64,138,30,12,9,12,13,17,9
"4975","half.elf",64,131,30,9,11,14,19,8,16
"4976","half.elf",65,150,30,12,12,4,9,12,12
"4977","half.elf",65,166,30,10,14,10,10,12,16
"4978","half.elf",69,158,30,13,12,13,17,13,14
"4979","half.elf",64,145,30,10,10,8,11,11,12
"4980","half.elf",64,166,30,15,13,9,8,10,17
"4981","half.elf",69,146,30,14,11,11,11,12,16
"4982","half.elf",66,146,30,12,10,10,16,18,18
"4983","half.elf",65,134,30,8,14,10,14,13,16
"4984","half.elf",68,187,30,12,16,14,12,17,16
"4985","half.elf",69,182,30,13,17,11,18,14,12
"4986","half.elf",66,128,30,15,16,7,12,12,14
"4987","half.elf",60,116,30,12,12,14,14,9,17
"4988","half.elf",67,170,30,18,15,15,12,12,9
"4989","half.elf",68,154,30,6,17,13,13,14,16
"4990","half.elf",71,166,30,6,17,11,12,16,16
"4991","half.elf",63,122,30,14,15,12,13,11,16
"4992","half.elf",63,134,30,16,16,18,7,14,12
"4993","half.elf",70,175,30,14,14,16,10,14,14
"4994","half.elf",68,176,30,5,14,10,13,10,15
"4995","half.elf",70,136,30,14,9,8,10,15,14
"4996","half.elf",70,188,30,14,16,16,7,15,16
"4997","half.elf",73,158,30,12,16,13,15,8,19
"4998","half.elf",72,185,30,10,14,15,15,16,12
"4999","half.elf",64,145,30,11,8,16,12,11,12
"5000","half.elf",66,155,30,9,16,17,8,15,18
"5001","half.elf",65,166,30,13,10,15,13,6,12
"5002","half.elf",63,152,30,15,12,14,14,12,16
"5003","half.elf",69,158,30,16,8,15,7,15,11
"5004","half.elf",69,158,30,12,13,12,14,15,13
"5005","half.elf",61,138,30,9,14,13,18,14,20
"5006","half.elf",61,134,30,11,15,10,14,15,11
"5007","half.elf",67,170,30,11,18,18,9,15,16
"5008","half.elf",67,160,30,14,14,18,17,18,18
"5009","half.elf",68,165,30,13,9,9,11,14,12
"5010","half.elf",66,164,30,12,13,14,12,12,15
"5011","half.elf",70,149,30,13,8,17,12,16,9
"5012","half.elf",69,170,30,13,11,10,16,14,10
"5013","half.elf",60,122,30,12,12,8,12,12,15
"5014","half.elf",69,194,30,16,5,15,14,12,19
"5015","half.elf",62,140,30,17,10,12,9,13,17
"5016","half.elf",63,140,30,13,11,6,14,12,19
"5017","half.elf",64,159,30,11,9,11,16,15,18
"5018","half.elf",62,140,30,15,11,14,19,8,14
"5019","half.elf",66,155,30,10,18,15,7,12,16
"5020","half.elf",63,140,30,15,14,15,7,13,14
"5021","half.elf",70,149,30,19,12,13,13,9,16
"5022","half.elf",64,152,30,15,14,16,9,14,16
"5023","half.elf",65,150,30,11,13,12,15,16,14
"5024","half.elf",61,126,30,10,16,16,7,17,9
"5025","half.elf",67,170,30,11,11,13,14,12,11
"5026","half.elf",60,122,30,8,15,13,8,14,15
"5027","half.elf",60,125,30,16,12,11,11,14,19
"5028","half.elf",65,174,30,12,9,14,16,11,9
"5029","half.elf",70,201,30,9,8,17,7,11,13
"5030","half.elf",66,155,30,13,14,15,9,7,16
"5031","half.elf",61,122,30,12,13,15,10,14,16
"5032","half.elf",64,138,30,7,4,12,14,11,9
"5033","half.elf",68,132,30,16,14,9,10,17,17
"5034","half.elf",66,164,30,17,11,14,14,13,19
"5035","half.elf",62,145,30,14,11,14,17,17,16
"5036","half.elf",72,155,30,14,16,12,16,11,18
"5037","half.elf",64,166,30,11,11,7,12,9,13
"5038","half.elf",70,201,30,15,13,15,11,13,17
"5039","half.elf",71,194,30,16,13,11,15,16,15
"5040","half.elf",68,165,30,18,13,12,14,17,13
"5041","half.elf",69,182,30,8,10,12,10,15,11
"5042","half.elf",65,142,30,11,9,10,13,15,15
"5043","half.elf",66,137,30,7,14,14,13,14,19
"5044","half.elf",66,146,30,14,18,11,16,12,10
"5045","half.elf",64,131,30,8,14,13,16,16,20
"5046","half.elf",72,185,30,18,11,10,8,8,14
"5047","half.elf",66,137,30,16,14,14,17,14,15
"5048","half.elf",67,180,30,10,17,9,18,15,13
"5049","half.elf",65,174,30,13,8,15,17,14,12
"5050","half.elf",70,149,30,10,9,6,8,9,12
"5051","half.elf",64,152,30,11,11,15,11,16,8
"5052","half.elf",66,155,30,8,16,16,12,13,12
"5053","half.elf",69,134,30,15,9,10,14,14,16
"5054","half.elf",66,137,30,11,14,6,14,15,13
"5055","half.elf",63,122,30,13,10,10,12,13,15
"5056","half.elf",67,160,30,12,8,12,13,17,18
"5057","half.elf",68,154,30,14,12,11,14,16,15
"5058","half.elf",64,166,30,15,13,14,9,12,11
"5059","half.elf",63,146,30,7,14,16,10,16,17
"5060","half.elf",63,122,30,10,11,12,11,16,12
"5061","half.elf",62,135,30,10,9,16,18,8,15
"5062","half.elf",70,149,30,13,9,12,10,9,12
"5063","half.elf",69,206,30,14,12,10,14,13,11
"5064","half.elf",64,166,30,14,11,16,15,17,14
"5065","half.elf",66,182,30,12,15,12,8,11,11
"5066","half.elf",60,125,30,13,12,14,10,12,15
"5067","half.elf",66,155,30,16,15,17,11,13,15
"5068","half.elf",69,134,30,11,12,18,17,7,11
"5069","half.elf",71,180,30,15,10,12,13,7,17
"5070","half.elf",60,125,30,15,8,14,8,15,17
"5071","half.elf",64,145,30,17,11,18,12,16,12
"5072","half.elf",71,166,30,11,15,12,9,15,12
"5073","half.elf",67,180,30,16,6,10,12,13,12
"5074","half.elf",68,154,30,11,12,14,14,17,13
"5075","half.elf",72,170,30,15,8,9,17,16,6
"5076","half.elf",62,140,30,12,10,16,7,14,18
"5077","half.elf",64,166,30,14,13,13,13,14,17
"5078","half.elf",72,170,30,12,12,12,14,13,17
"5079","half.elf",67,170,30,16,13,12,8,16,13
"5080","half.elf",66,146,30,12,14,13,16,15,19
"5081","half.elf",67,160,30,11,13,10,12,13,14
"5082","half.elf",65,158,30,9,17,8,18,16,17
"5083","half.elf",67,170,30,9,14,13,13,15,16
"5084","half.elf",61,118,30,13,13,13,13,13,12
"5085","half.elf",63,140,30,13,8,14,12,13,15
"5086","half.elf",65,158,30,16,13,16,14,11,18
"5087","half.elf",69,206,30,15,14,16,12,14,10
"5088","half.elf",67,150,30,11,16,11,13,12,20
"5089","half.elf",72,170,30,14,11,13,13,12,12
"5090","half.elf",64,145,30,13,13,14,12,9,16
"5091","half.elf",66,164,30,14,15,14,16,12,13
"5092","half.elf",68,198,30,16,6,12,9,11,13
"5093","half.elf",60,122,30,17,11,17,13,12,17
"5094","half.elf",67,180,30,14,13,8,11,15,16
"5095","half.elf",68,187,30,15,13,12,17,11,16
"5096","half.elf",62,145,30,16,7,12,11,11,11
"5097","half.elf",65,158,30,10,11,7,13,12,16
"5098","half.elf",61,130,30,12,14,13,7,17,10
"5099","half.elf",65,150,30,11,10,13,14,11,12
"5100","half.elf",66,164,30,15,16,15,16,13,9
"5101","half.elf",70,188,30,15,12,14,13,10,16
"5102","half.elf",70,201,30,15,16,13,14,15,12
"5103","half.elf",66,155,30,13,14,12,12,15,14
"5104","half.elf",68,132,30,16,17,17,16,11,17
"5105","half.elf",70,175,30,14,15,13,6,17,16
"5106","half.elf",64,131,30,10,11,17,7,11,11
"5107","half.elf",63,152,30,14,15,10,7,8,18
"5108","half.elf",62,140,30,12,16,12,13,19,13
"5109","half.elf",70,136,30,12,14,13,11,10,16
"5110","half.elf",60,119,30,16,12,12,11,18,15
"5111","half.elf",73,174,30,13,9,6,6,16,13
"5112","half.elf",61,126,30,13,11,11,17,17,16
"5113","half.elf",71,194,30,11,13,13,13,6,14
"5114","half.elf",65,150,30,14,12,9,10,11,16
"5115","half.elf",69,206,30,13,11,15,16,12,15
"5116","half.elf",67,150,30,9,16,13,14,15,13
"5117","half.elf",67,180,30,16,16,12,11,9,13
"5118","half.elf",66,155,30,12,15,13,15,12,16
"5119","half.elf",65,158,30,9,15,13,15,8,12
"5120","half.elf",60,128,30,7,10,13,12,9,15
"5121","half.elf",67,190,30,14,8,10,18,17,15
"5122","half.elf",68,187,30,14,11,14,12,9,14
"5123","half.elf",63,134,30,14,10,8,14,13,16
"5124","half.elf",68,165,30,12,18,11,16,12,15
"5125","half.elf",64,145,30,15,13,16,13,12,15
"5126","half.elf",61,134,30,14,15,13,14,11,19
"5127","half.elf",71,180,30,9,12,12,16,8,14
"5128","half.elf",66,182,30,8,18,15,14,12,18
"5129","half.elf",67,160,30,14,15,10,12,10,15
"5130","half.elf",65,134,30,11,14,13,11,11,15
"5131","half.elf",68,154,30,14,13,9,14,13,16
"5132","half.elf",67,170,30,11,11,15,19,11,16
